"date","symbol","rank","buytext","buypoint"
"01/10/11","RVBD","1","Retreat near 10-week line followed by rebound to new highs.",
"01/10/11","BIDU","5","Working on new base, but lacking accumulation.",
"01/10/11","APKT","9","Broke upper channel line going back to July - a red flag.",
"01/10/11","PCLN","2","Breaks out from flat base with 428.20 buy point.","428.20 "
"01/10/11","NFLX","6","Tries to find support near 10-week as it consolidates.",
"01/10/11","FFIV","3","Bounces off 10-week line, as volume picks up some.",
"01/10/11","DECK","7","Volume rises as price decline slows: a potential positive.",
"01/10/11","LULU","4","34% over 49.85 buy pt; backpedaling shows heavy volume.","49.85 "
"01/10/11","CMG","8","Trading below 10-week line for 1st time since 9/1 breakout.",
"01/10/11","CIS","13","36% above 19.72 buy point in undefined base.","19.72 "
"01/10/11","SINA","17","Surges above 3-wk consolidation, well above 10-wk line.",
"01/10/11","SWKS","10","Clears 29.85 buy point in 3-weeks-tight pattern.","29.85 "
"01/10/11","VMW","14","92.05 cup-w/-high-handle trigger lures subpar volume rise.","92.05 "
"01/10/11","ILMN","18","Just below 66.69 buy point in 5-weeks-tight pattern.","66.69 "
"01/10/11","CXO","11","Easing toward new test of 10-week after multiple pullbacks.",
"01/10/11","CYD","15","Extended after breakout in October in powerful volume.",
"01/10/11","EZPW","19","Just below 28.85 buy point in 3-weeks-tight pattern.","28.85 "
"01/10/11","ARUN","12","Retakes 10-wk. line; building right side of possible base.",
"01/10/11","ROVI","16","18% over 53.10 buy pt after clearing 6-week flat base.","53.10 "
"01/10/11","INFA","20","Holding just below 45.96 three-weeks-tight buy point.","45.96 "
"01/10/11","IDCC","23","27% past 36.91 buy point of square-box base.","36.91 "
"01/10/11","CTSH","27","At record high and just past 74.89 3-wks-tight trigger.","74.89 "
"01/10/11","ABV","31","4% past 29.17 flat-base buy point; splits shares 5-for-1.","29.17 "
"01/10/11","BCSI","35","Bounces off 10-wk after breaking out of deep base.",
"01/10/11","AMZN","39","2% past 181.94 buy point after clearing three-weeks-tight.","181.94 "
"01/10/11","AAPL","24","5% past 321.40 buy point from later-stage base.","321.40 "
"01/10/11","MELI","28","10% past 67.22 in double-bottom base; distribution in base.","67.22 "
"01/10/11","TSCO","32","Tests support at 10-week line. Had formed 3-weeks-tight.",
"01/10/11","COH","36","Slices under 10-week line in heavy volume; 10% off high.",
"01/10/11","LYB","40","Stalling action in eighth straight week of run-up.",
"01/10/11","EBIX","21","Working on base as it recovers its 10-week moving avg.",
"01/10/11","NETL","25","2% past 34.45 buy pt; breakout from 8-mos dble-btm w/hndle.","34.45 "
"01/10/11","AIXG","29","6% over 38.10 buy pt; breakout from cup w/handle base.","38.10 "
"01/10/11","HIBB","33","10-week pullback. Still above 28.52 buy pt cleared in Nov.","28.52 "
"01/10/11","JNPR","37","4% past 36.10 square-box buy point; volume has been light.","36.10 "
"01/10/11","NTAP","22","Just past 56.65 buy point in short cup w/handle base.","56.65 "
"01/10/11","VIT","26","Trying to regain 10-week line; consolidation in fifth week.",
"01/10/11","ST","30","44% over 21.22 buy point after breakout in October.","21.22 "
"01/10/11","NOG","34","Rebound from 10-week line sparks eight-week,43% run.",
"01/10/11","ENDP","38","Shaping flat base, trading close to its 10-week line.",
"01/10/11","ORCL","44","Sketches four-weeks-tight with potential 32.37 entry.","32.37 "
"01/10/11","INFY","48","7% over 71.04 buy pt after clearing cup w/handle base.","71.04 "
"01/10/11","SRCL","45","Falls in heavy trade. Still 6% past 73.55 flat base trigger.","73.55 "
"01/10/11","EPB","49","Nov. 16 plunge sends it back into prior flat base.",
"01/10/11","EMS","42","13% over 58.99 buy pt; breakout from 9-mos dble-bottom.","58.99 "
"01/10/11","CTRP","46","Struggles to cross above 10-week line after heavy sell-off.",
"01/10/11","TPX","43","6% over 38.11 buy pt in cup w/ high handle.","38.11 "
"01/10/11","GOOG","47","Lifts 2% past 607.10 buy point in 8-wk cup with handle.","607.10 "
"01/10/11","WCRX","41","Works on right side of cup; comfortably above 10-wk line.",
"01/10/11","RIMM","50","Building long base; still 19% off its 52-week high.",
"01/11/10","HMIN","1","Big bounce off 10-week line. Volume improves sharply.",
"01/11/10","VIT","5","Reversal the day after the breakout makes things iffy.",
"01/11/10","CAAS","9","At new high after leaping off 10-week line in strong volume.",
"01/11/10","BUCY","2","21% past 55.55 buy point from flat base.","55.55 "
"01/11/10","CTRP","6","Testing 10-week line again as new base forms.",
"01/11/10","MED","3","Finds support at 10-week despite 2 high-volume weekly dives.",
"01/11/10","NEU","7","Drifts lower after hitting new highs in diminishing volume.",
"01/11/10","HEAT","4","Stock is extended 33% past 12.89 trigger from cup base.","12.89 "
"01/11/10","MFW","8","Thin stock is well extended from 24.96 handle buy point.","24.96 "
"01/11/10","PCLN","13","Pulls back to 10-week; 3% past 210.50 short-stroke buy point.","210.50 "
"01/11/10","ULTA","17","Extended 12% from 19.35 buy pt from ascending base.","19.35 "
"01/11/10","JST","10","Thin stock slips below week's midpoint in heavy trade.",
"01/11/10","ASIA","14","Ugly fall to 10-week in heavy trade; 3rd time since Oct.",
"01/11/10","MELI","18","Second test of 10-week line since Sept. breakout.",
"01/11/10","FUQI","11","Ends week above 10-week support for first time since Sept.",
"01/11/10","RAX","15","Takes a breather after nailing fresh highs in strong volume.",
"01/11/10","TSTC","19","Well extended from pullback; more than 200% from 200-day.",
"01/11/10","GMCR","12","Up 7% past 76.60 buy point from odd double-bottom.","76.60 "
"01/11/10","TLVT","16","6th straight up week but little sign of deterioration.",
"01/11/10","CISG","20","Reclaims 10-week line as it works on choppy base.",
"01/11/10","KMGB","24","Stock finishes sixth week of cup base, first base above $10.",
"01/11/10","WX","28","Stock gets a big bounce off its 10-week line.",
"01/11/10","CTSH","32","In buy range on rebound from 10-week line; RS line flat.",
"01/11/10","LFT","36","4% above 38.79 buy pt from three-weeks-tight pattern.","38.79 "
"01/11/10","LULU","40","At 19-mo. high, 12% past 28.81 flat base buy point.","28.81 "
"01/11/10","SIRO","21","Holds above 10-week support in 5th week of possible base.",
"01/11/10","ISRG","25","Holds steady near 52-week highs as volume coasts lower.",
"01/11/10","CAGC","29","Charges ahead. Now 76% past 20.89 handle buy point.","20.89 "
"01/11/10","GIVN","33","Builds a handle on a five week cup; slack accumulation.",
"01/11/10","CACC","37","18.5% past 37.10 buy pt after breakout from 8-week base.","37.10 "
"01/11/10","VPRT","22","Tests 10-week support in fifth week of flat base.",
"01/11/10","ABVT","26","Formed three-weeks-tight with potential 67.10 buy pt.","67.10 "
"01/11/10","CYD","30","7% past 17.47 buy pt after breakout from 5-wk box base.","17.47 "
"01/11/10","IAG","34","Consolidating below 10-wk avg as it forms new base.",
"01/11/10","WRLD","38","35% past 28.26 buy pt after clearing 7-mos cup w/handle.","28.26 "
"01/11/10","SXCI","23","In buy range btw 10-week avg and new high.",
"01/11/10","JCG","27","Forming potential square box with 46.73 buy point.","46.73 "
"01/11/10","BIDU","31","RS line collapses as shares slip further below 10-wk. line.",
"01/11/10","GFA","35","Bleeds below 10-week average for fourth straight week.",
"01/11/10","VNR","39","18% above 19.76 buy point in eight week cup base.","19.76 "
"01/11/10","EPAY","44","Extended but may be forming a new base.",
"01/11/10","TLEO","41","Trading in 3-weeks tight pattern with 24.54 entry.","24.54 "
"01/11/10","ANW","45","20% past 28.35 buy point from cup base.","28.35 "
"01/11/10","HRBN","49","6% past 23.01 buy point from square box base.","23.01 "
"01/11/10","VIP","43","Forming base for eight weeks in light trading.",
"01/11/10","BCSI","47","10% past 26.74 buy pt after rebound from 10-week avg.","26.74 "
"01/11/10","ININ","42","Retakes, holds 10-week support in attempt to build new cup.",
"01/11/10","CSKI","46","Thin stock holds place after weekly reversal off new high.",
"01/11/10","WCRX","48","Hits highs, extended after passing 24.55 buy pt in cup base.","24.55 "
"01/11/10","DGW","50","Regains 10-week moving average, but volume is tepid.",
"01/12/09","AFAM","1","Tumbles out of new base Friday; recovers in after-hours trade.",
"01/12/09","AVAV","5","Turns tail after touching all-time high.",
"01/12/09","ACM","9","Extended 8% past 27.30 buy pt after giving up some gains.","27.30 "
"01/12/09","EBS","2","High-volume loss Friday cedes almost all of 25% gain.",
"01/12/09","ESI","6","Huge-volume gap up Friday turns into a downside reversal.",
"01/12/09","TWGP","3","Gains from 26.04 cup-handle buy point slims to 3% from 19%.","26.04 "
"01/12/09","LPHI","7","About 5% above 39.74 buy point after drop from highs.","39.74 "
"01/12/09","INT","4","Friday's dive drops it below 10-week moving average.",
"01/12/09","SYKE","8","Forming the right side of awkward pattern.",
"01/12/09","CSKI","13","Thin stock retreats, now 3% past 15.09 buy point from base.","15.09 "
"01/12/09","SXCI","17","Gives up all gains after breaking out past 16.76 buy pt.","16.76 "
"01/12/09","PETS","10","Finding support at the 10-week line after Oct. breakout failed.",
"01/12/09","VSEC","14","Thin stock now 9% past 40.42 buy pt from cup-with-handle.","40.42 "
"01/12/09","HMSY","18","5% below 30.82 buy point after five-day losing streak.","30.82 "
"01/12/09","NFLX","11","8% past 29.85 buy point. Volume was slow to kick in.","29.85 "
"01/12/09","GTIV","15","Slides 13% below 28.36 buy pt from wedging handle.","28.36 "
"01/12/09","PNRA","19","Low-volume breakout Dec. 16 failed; finding support.",
"01/12/09","BKR","12","Extended 8% from 38.84 buy pt in deep cup with handle.","38.84 "
"01/12/09","INSU","16","Up 3% from 18.67 buy point from cup without handle.","18.67 "
"01/12/09","THOR","20","Triggered 8% sell rule after clearing 31.62 buy point.","31.62 "
"01/12/09","SXE","28","Forming handle with 36.47 buy point in yearlong base.","36.47 "
"01/12/09","QSII","32","Handle becomes pullback to 10-week line; 44.98 buy point.","44.98 "
"01/12/09","SXL","36","Volume dries up as stock breaks above 47.34 buy point.","47.34 "
"01/12/09","AMED","40","Gaps up through 10-week as it builds right side of base.",
"01/12/09","CMP","21","Soft vol. break above 60.63 buy pt. on seven-week base.","60.63 "
"01/12/09","NITE","25","Hits resistance at 40-week avg line as it forms new base.",
"01/12/09","NCIT","29","Thin stock clears 30.35 buy pt; broke out from 5-mos base.","30.35 "
"01/12/09","HEI","33","Near 40.19 buy pt of double-bottom within larger correction.","40.19 "
"01/12/09","SWS","37","Forming handle in double-bottom that started in mid-Sept.",
"01/12/09","HS","22","Broke out of double-bottom Dec. 18, forming possible handle.",
"01/12/09","CPLA","26","Bounces off 10-week support; under 61.27 buy point.","61.27 "
"01/12/09","NPK","30","Thin stock; 6% above 71.74 buy point on cup-w/handle base.","71.74 "
"01/12/09","STRA","34","Gaps up past 40-week line; forming base on base pattern.",
"01/12/09","LHCG","38","Working on base-on-base; support at 10-week line.",
"01/12/09","STN","23","Rallies off 3 1/2-year low to 40-wk avg; may be resistance.",
"01/12/09","ENSG","27","Slips below 17.97 buy pt; ends week near bottom of range.","17.97 "
"01/12/09","MANT","31","Nearing 56.15 buy point in 4 1/2-month pattern.","56.15 "
"01/12/09","AAON","35","Forming handle w/21.38 buy pt in 1 1/2-yr double-bottom.","21.38 "
"01/12/09","SHEN","39","Near 26.10 buy pt after breakout from 3-mos cup w/handle.","26.10 "
"01/12/09","MCD","44","Breakout on verge of failing. Now 6% below 64.09 buy point.","64.09 "
"01/12/09","CEPH","48","Reverses after hitting 78.45 buy point of handle/3-weeks tight.","78.45 "
"01/12/09","OKS","41","Building right side of possible cup, faces 40-week resistance.",
"01/12/09","GILD","45","Drops to test 10-week support in possible cup-with-handle.",
"01/12/09","SUR","49","Thin stock may be forming handle in volatile base.",
"01/12/09","FCFS","43","Big swing for week but finds support at moving averages.",
"01/12/09","ASTE","42","Hits resistance at 40-wk, rolls over in longterm downtrend.",
"01/12/09","SNDA","46","Weekly reversal kills double-bottom-with-handle breakout.",
"01/12/09","HANS","24","6% above prior 30.07 buy pt; forming new, high-handle?","30.07 "
"01/12/09","JOSB","47","Passed low-handle on light trade. Now at three-month high.",
"01/12/09","APOL","50","8% past 78.94 breakout from flat base -- in hot volume.","78.94 "
"01/13/14","QIWI","1","Only1%past50.75 ascending baseentry afternastydrop.","50.75 "
"01/13/14","FB","4","5%above 54.93buy pointof cup-without-handlebase.","54.93"
"01/13/14","GNRC","7","Weakaction after 3-weeks-tightpattern takesshape.",
"01/13/14","NUS","2","Up4% above132.77 three-weeks-tight entry.","132.77 "
"01/13/14","QIHU","5","Climbingrightsideof base; action turningtighter.",
"01/13/14","YNDX","8","Up5% past41.90buy pointfrom cup with handlebase.","41.90"
"01/13/14","JAZZ","3","Atnewhigh; nonewentry insight after lengthyrun-up.",
"01/13/14","ACT","6","Extendedpast166.42 three-weeks-tight entry,pullback.","166.42 "
"01/13/14","XRS","9","Extended11.5%past 20.54flat-basebuy point.","20.54"
"01/13/14","HLF","10","12%past73.28handlebuy pointof double-bottom.","73.28"
"01/13/14","DDD","13","Snubslate-stage label;near newhighs but nonew entry.",
"01/13/14","SAVE","11","Topsresistancearound 46but nonew buy point.",
"01/13/14","AWAY","14","Hitsresistancenear 41.84entryfrom three weeks tight.","41.84"
"01/13/14","WX","12","Extendedafter finding supportat the10-week movingavg.",
"01/13/14","RGR","15","Clears80.37buy pointof late-stagecup w/o handle.","80.37"
"01/13/14","VRX","16","16%past115.50 flat-basebuy point","115.50 "
"01/13/14","SLXP","19","Up3% above90.83 buypointfrom 3rd-stageflat base.","90.83 "
"01/13/14","NTES","22","9%past74.91double-bottom buypoint afterpullback.","74.91"
"01/13/14","FLT","25","Shapesthirdstage flatbasewith 124.06 buypoint.","124.06 "
"01/13/14","MA","28","Extendedafter Sept.11 breakoutfrom flat base.",
"01/13/14","EDU","17","Extendedafter severaltests of 10-weekmoving average.",
"01/13/14","PCLN","20","Formslate-stage flatbasewith 1198.10buy point.","198.10"
"01/13/14","LVS","23","3%past78.23buy pointof 3-weeks-tightpattern.","78.23"
"01/13/14","AMBA","26","19%belowhigh, 14%past25.79entry, above 10-weeksupport.","25.79"
"01/13/14","BIIB","29","Clears3d-stage flatbasewith 298.92 buy point.","298.92 "
"01/13/14","ALGN","18","Inbuyingrange; 4% above early58.60flatbaseentry.","58.60"
"01/13/14","UA","21","6%past83.92cup-with-handle entry. Tightaction.","83.92"
"01/13/14","URI","24","1%past78.47buy pointfrom 3-weeks-tight pattern.","78.47"
"01/13/14","GMCR","27","4%past77.68handle entry;deepbase resetcount.","77.68"
"01/13/14","WDR","30","Breakingoutof flatbase w/66.19 buypointinmild volume.","66.19 "
"01/13/14","LPLA","31","Extendedafter sixweek runup to newhighs.",
"01/13/14","TSCO","34","Just2%above 75.01buy pointof flatbase.","75.01"
"01/13/14","PRGO","37","Extendedfrom 133.16 entry;support at10-weekline.","133.16 "
"01/13/14","SSYS","40","Fallsunder134.10 entry afterlow-volume breakout.","134.10 "
"01/13/14","MTW","43","Extendedfrom 21.97entry inconsolidation.","21.97"
"01/13/14","LOPE","32","Maybe shapinglate-stage base.",
"01/13/14","CELG","35","Testof 10-weekline in5th week,possibleflat base.",
"01/13/14","GNTX","38","Extended6% above31.59 buypointfrom flat base.","31.59 "
"01/13/14","CMG","41","Breaksout pastflat-baseearlyentry at537.10.","537.10"
"01/13/14","ALXN","44","Extended7% past126.49 flat-baseentry.","126.49 "
"01/13/14","GRFS","46","Extended18%past 33double-bottom entrypoint.",
"01/13/14","ENDP","49","4%past67.72buy pointfrom flatbase.","67.72"
"01/13/14","VRSN","47","Extendedafter finding supportat 10-weekline inOctober.",
"01/13/14","KORS","33","Loses10-weekline and nearly backto 78.72buy point.","78.72"
"01/13/14","WWWW","36","Formscup with handlewith 32.58buy point.","32.58"
"01/13/14","PII","39","Extendedafter severaltests of 10-weekline.",
"01/13/14","WYNN","42","19%past173.48 flat-basebuy point;up 7 wks inrow.","173.48 "
"01/13/14","INVN","45","Maybe addinghandleto potentialbase; 10%offhigh.",
"01/13/14","AKRX","48","Cuts10-weekaverage1st time since Aug. 6breakout.",
"01/13/14","MDCO","50","11%past36.53entry afterbreaking outinweak trade.","36.53"
"01/14/13","DDD","1","34%above44.90entry; upinseven of pasteightweeks.","44.90"
"01/14/13","KORS","4","Muchofbase has formedbelow10-weekline, a weakness.",
