date,symbol,rank,buytext,buypoint
6/11/2012,ALGN,10,Maybe formingnew basew/ 34.39buy point.,34.39
6/18/2012,ALGN,8,7thweek of awkward base; buypointsat 33and 34.39.,34.39
8/6/2012,ALGN,10,Movesback near 34.39buy pointfrom flatbase.,34.39
9/10/2012,ALGN,6,Upalmost 5% from 36.20buypoint of5-week flatbase.,36.2
9/17/2012,ALGN,7,Extendedabout6% from 36.20buy pointof flatbase.,36.2
9/24/2012,ALGN,6,Up4.5% past36.20buy pointfrom flatbase.,36.2
10/1/2012,ALGN,7,"Supportnear10-week line, 2%past36.20 flat-basebuy pt.",36.2
10/8/2012,ALGN,7,"Supportnear10-week line, 5%past36.20 flat-baseentry.",36.2
10/15/2012,ALGN,4,Testing10-week; backnear 36.20flat-baseentry.,36.2
12/2/2013,ALGN,21,Formsflatbase with 60.10entry. Supportat10-week line.,60.1
12/30/2013,ALGN,24,Flatbaseforms with potentialbuypointat 60.10.,60.1
4/6/2009,ALGT,41,Just below 49.16 buy pt. off left side of cup-shaped base.,49.16
4/13/2009,ALGT,45,Just below 49.16 buy pt. off left side of cup-shaped base.,49.16
4/20/2009,ALGT,37,7% past 49.16 buy pt; broke out of 4-month cup base.,49.16
4/27/2009,ALGT,1,Weekly downside reversal costs stock its 49.16 buy point.,49.16
1/7/2013,ALK,30,Now5% past43.17three-weeks-tightentry.,43.17
1/14/2013,ALK,23,9%past43.17three-weeks-tight entryafter 10-weeksupport.,43.17
1/22/2013,ALK,28,Extended8% past43.17three-weeks-tight buypoint.,43.17
1/27/2014,ALK,46,Inbuy range; 1%above 78.63flat-basebuy point.,78.63
2/11/2013,ALK,25,"Reboundsoff10-week, clears3-weeks-tightat 47.93.",47.93
2/19/2013,ALK,25,2%past47.93trigger infour-weeks-tightpattern.,47.93
2/25/2013,ALK,9,6%past47.93buy pointin4-weeks-tight pattern.,47.93
3/3/2014,ALK,45,Extended10%past 78.63flat-basebuy point.,78.63
3/4/2013,ALK,11,Extended9% past47.93buy pointin4-weeks-tightpattern.,47.93
3/10/2014,ALK,44,Extended14%past 78.63flat-basebuy point.,78.63
3/17/2014,ALK,36,Extended16%past 78.63flat-basebuy point.,78.63
3/24/2014,ALK,44,Extended15%past 78.63flat-basebuy point.,78.63
3/25/2013,ALK,7,Well-extendedpast47.93 entryinfour-weeks-tightpattern.,47.93
3/31/2014,ALK,32,Extended15%past 78.63flat-basebuy point.,78.63
4/7/2014,ALK,30,Dipsbelow94.05buy pointof three-weeks-tightpattern.,94.05
5/6/2013,ALK,4,Completesflatbase with64.65 entry;second-stagepattern.,64.65
5/13/2013,ALK,4,Up2% past64.65buy pointafterbreakout from flat base.,64.65
5/20/2013,ALK,6,Dipsback to64.65flatbase buy pointbutback over it again.,64.65
5/28/2013,ALK,14,Tripped8%sell rule May 20; stillunder 64.65buy point.,64.65
6/10/2013,ALK,19,Reboundingafterfailedbreakout past 64.65inlighttrade.,64.65
11/12/2012,ALK,27,Extended6% beyond 38.56buy point.,38.56
11/19/2012,ALK,26,Extended6% above38.56 cup withhandlebuy point.,38.56
11/26/2012,ALK,24,Extended10%above 38.56longcup-with-handle entry.,38.56
12/3/2012,ALK,23,Extended11%above 38.56longcup-with-handle entry.,38.56
12/10/2012,ALK,24,Extended10%above 38.56longcup-with-handle entry.,38.56
12/17/2012,ALK,22,Extended12%above 38.56longcup-with-handle entry.,38.56
12/24/2012,ALK,21,Surges3% past43.173-weeks-tightfollow-on entry.,43.173
12/31/2012,ALK,31,"Backsoff, now1% under 43.17three-weeks-tightentry.",43.17
3/7/2011,ALTR,15,"Newhighs, 6%above 42.09buy pointinthree-weeks-tight.",42.09
3/14/2011,ALTR,20,"Undercuts42.09buy pt,but findssupport at 10-weekline.",42.09
3/21/2011,ALTR,20,"Falls8%from 42.09trigger, 10-weekline starts tofail.",42.09
4/18/2011,ALTR,22,Forminghandleportion ofbase; potential44.47 buypoint.,44.47
4/25/2011,ALTR,19,3%over 44.47buy pointafterclearingshort cup w/handle.,44.47
5/9/2011,ALTR,17,7%over 45.10buy point;breakout from square-box base.,45.1
5/16/2011,ALTR,16,7%over 45.10buy pt;breakout from square-box base.,45.1
5/23/2011,ALTR,14,Driftsbelowthree-weeks-tightpattern;49.69 buypoint.,49.69
7/12/2010,ALTR,45,Up 4% after clearing 26.44 buy point in mediocre volume.,26.44
7/19/2010,ALTR,48,"Easing from high, but still 4% past 26.44 buy point.",26.44
7/26/2010,ALTR,40,At highest level since Sept. 2001 and 9% past 26.44 buy point.,26.44
8/9/2010,ALTR,47,"Trading sideways above 26.44 buy point, RS line sags a bit.",26.44
10/4/2010,ALTR,43,Accumulation soars as stock clears nine-week cup at 29.15.,29.15
11/8/2010,ALTR,23,Up 14% after clearing 29.15 buy point Sept. 24.,29.15
11/15/2010,ALTR,24,Up 11% after clearing 29.15 buy point Sept. 24.,29.15
12/6/2010,ALTR,19,20% past 31.07 buy pt after 1st dip to 10-wk after breakout.,31.07
1/3/2012,ALXN,2,Holdingabove 70.52buy pointfrom late-stageflat base.,70.52
1/6/2014,ALXN,46,Justinbuy range;4% above 126.49flat-base entry.,126.49
1/9/2012,ALXN,2,Nearly6% above70.52 buypointin late-stageflatbase.,70.52
1/13/2014,ALXN,44,Extended7% past126.49 flat-baseentry.,126.49
1/17/2012,ALXN,3,Extendedalmost 6% above70.52buy pointfrom flatbase.,70.52
1/21/2014,ALXN,24,10%past126.49 flat-baseentry. Strongvolume.,126.49
1/23/2012,ALXN,6,Atnewhigh and 4%past 70.52buypoint from flatbase.,70.52
1/27/2014,ALXN,30,6%past126.49 flat-baseentry;was up about13%.,126.49
1/30/2012,ALXN,3,7%past70.52buy pointfrom flatbase.,70.52
2/3/2014,ALXN,7,25%above126.49 entry aftergap up instrong volume.,126.49
2/6/2012,ALXN,2,Extended12%past 70.52buypoint from flatbase.,70.52
2/10/2014,ALXN,6,29%above126.49 entry aftergap up;inprofit-taking zone.,126.49
2/13/2012,ALXN,1,Extended18%past 70.52buypoint from flatbase.,70.52
2/18/2014,ALXN,5,3-weekvaultputs shares43% above126.49 flatbase entry.,126.49
2/21/2012,ALXN,1,Extended15%past 70.52buypoint from flatbase.,70.52
2/27/2012,ALXN,1,Extended20%past 70.52buypoint from flatbase.,70.52
3/5/2012,ALXN,4,Extended21%past 70.52buypoint from flatbase.,70.52
3/12/2012,ALXN,1,Setsupthree-weeks tightpattern with87.73buy point.,87.73
3/19/2012,ALXN,2,Lessthan 2%past87.73 buypointin 3-weeks-tightpattern.,87.73
3/26/2012,ALXN,2,7%above 87.73buy pointinthree-weeks-tightpattern.,87.73
4/2/2012,ALXN,3,6%above 87.73buy pointinthree-weeks-tightpattern.,87.73
4/9/2012,ALXN,3,Formsnew three-weeks-tight patternwith 95.11entry.,95.11
4/30/2012,ALXN,6,Forming5-week flatbase; ideal entryat 95.11.,95.11
5/7/2012,ALXN,5,Formingbasefor six weeks; buypoint wouldbeat 95.11.,95.11
6/16/2014,ALXN,15,Secondstage baseis 26%deep with172.60 buy point.,172.6
6/18/2012,ALXN,4,Consolidatingabove 10-weekline;potentialentry at95.11.,95.11
6/23/2014,ALXN,11,"Cup-with-handlebase, 172.60buy point; supportat 10-week.",172.6
6/25/2012,ALXN,3,"Breakoutfades, nowjustabove 95.11flat-basebuy pt.",95.11
6/30/2014,ALXN,14,Formingcup with handlewith 172.60buy point.,172.6
7/2/2012,ALXN,3,Hesitatesafterbreakout; 4%past95.11 flat-basetrigger.,95.11
7/9/2012,ALXN,5,Easesto6% above 95.11flat-basebuy point.,95.11
7/16/2012,ALXN,4,2%past95.11flat-base entryafter beingup about10%.,95.11
7/23/2012,ALXN,3,4.5%past95.11flat-base entryafter retesting buypoint.,95.11
7/25/2011,ALXN,4,Extended12%past 52.60buypoint in13-weekbase.,52.6
7/30/2012,ALXN,1,"15%past95.11entry, thanksto supportat 10-weekline.",95.11
8/1/2011,ALXN,3,Extendedpast52.60 buypointin13-week base.,52.6
8/6/2012,ALXN,1,12%past95.11entry;rebound volumestronger than decline.,95.11
8/13/2012,ALXN,1,9%past95.11entry;had been upalmost 16%before slip.,95.11
8/20/2012,ALXN,6,8%past95.11entry. Also testing10-weekline.,95.11
9/4/2012,ALXN,6,Hasformedsquare-box basewith 110.06buy point.,110.06
9/10/2012,ALXN,4,"Edgedabove 110.06buy pt; price,volume actionindecisive.",110.06
9/12/2011,ALXN,3,Justbelow59.17buy ptof 7-weekcup base.,59.17
9/17/2012,ALXN,4,"Triesto pushpast110.06 buy point,but volume fizzles.",110.06
9/24/2012,ALXN,5,"4%past110.06 entry, but clearedbuy pointinsubpar trade.",110.06
9/26/2011,ALXN,1,12%over 59.17buypt; breakout from square-box base.,59.17
9/30/2013,ALXN,49,Justunderneath cup-with-handlebuy pointof 116.84.,116.84
10/1/2012,ALXN,4,4%past110.06 entry;cleared buypointin subparvolume.,110.06
10/3/2011,ALXN,1,Pullbackleavesitstill 8% extendedpast59.17buy point.,59.17
10/7/2013,ALXN,50,Clearscup-with-handlebuy pointof 116.84 inslow volume.,116.84
10/8/2012,ALXN,3,7%past110.06 entry;cleared buypointin subparvolume.,110.06
10/10/2011,ALXN,1,10%past59.17buy point;RS line lingersnear 52-weekhigh.,59.17
10/15/2012,ALXN,6,8%gaindwindles to1% from subparbreakout past110.06.,110.06
10/17/2011,ALXN,1,Extended13%past 59.17buypoint; RS linelingers nearhigh.,59.17
10/22/2012,ALXN,4,8%gainerased from subpar breakout past110.06.,110.06
11/4/2013,ALXN,50,4%past118.39 buy pointfrom double-bottompattern.,118.39
11/11/2013,ALXN,50,Pullsback to1% below118.39 entryfrom double-bottom base.,118.39
11/18/2013,ALXN,49,Regains118.39entry asit findssupport at10-week line.,118.39
11/25/2013,ALXN,50,4%past118.39 entry;findssupport at10-week line.,118.39
11/28/2011,ALXN,1,"Flatbaseappears with70.52buy point, butit'slate-stage.",70.52
12/2/2013,ALXN,49,5%above 118.39entry againafter 10-linesupport.,118.39
12/5/2011,ALXN,2,Late-stageflatbaseappears with 70.52buypoint.,70.52
12/9/2013,ALXN,39,Softbreakout above126.49 buy pointof flatbase-on-base.,126.49
12/12/2011,ALXN,5,Flatbaseappears with70.52buy point.,70.52
12/16/2013,ALXN,42,Falls2%below126.49 entry inflatbase.,126.49
12/19/2011,ALXN,2,Maybe formingflatbase with70.52 buypoint.,70.52
12/23/2013,ALXN,36,Stillinrange; 3%above 126.49 flat-baseentry.,126.49
12/27/2011,ALXN,6,Maybe formingflatbase w/70.42 buypt.,70.42
12/30/2013,ALXN,34,Justinsidebuy range; 4%above 126.49 flat-baseentry.,126.49
1/13/2014,AMBA,26,"19%belowhigh, 14%past25.79entry, above 10-weeksupport.",25.79
1/27/2014,AMBA,13,Volatile.Extended 16%past25.79entry from 3-weeks-tight.,25.79
3/3/2014,AMBA,28,Shapesthird-stagecup base with 36.59buypoint.,36.59
5/28/2013,AMBA,13,Retreatsto10-week afterbreakout over 16.10buy point.,16.1
6/3/2013,AMBA,12,"Retakescup-basebuy pointat 16.10,but barely",16.1
6/10/2013,AMBA,12,"Edgeshigher, justabove16.10buy pointof base-on-base.",16.1
6/17/2013,AMBA,11,"Extended8.5% above16.10 buypoint, resistancenear 18.",16.1
6/24/2013,AMBA,11,Extended6% above16.10 buypoint; resistancenear 18.,16.1
7/1/2013,AMBA,11,Backabove 16.10entry afterbounceoff10-week line.,16.1
7/8/2013,AMBA,11,"7%above 16.10entry, tryingtorebound after 10-weektest.",16.1
7/15/2013,AMBA,10,10%past16.10entry;pullback getssome volumesupport.,16.1
7/22/2013,AMBA,11,Extended18%past 16.10entry;alsoextended from pullback.,16.1
7/29/2013,AMBA,11,Extendedbeyond 16.10entry;also extendedfrom pullback.,16.1
9/23/2013,AMBA,23,ShapesV-shapedcup with handlewith 18.45buypoint.,18.45
9/30/2013,AMBA,25,4%past18.45buy pointinV-shapedcup with handle.,18.45
10/7/2013,AMBA,23,8%past18.45buy pointinV-shapedcup with handle.,18.45
10/14/2013,AMBA,22,7%past18.45buy pointinV-shapedcup with handle.,18.45
10/21/2013,AMBA,20,17%past18.45buy pointinV-shapedcup with handle.,18.45
10/28/2013,AMBA,19,"Offhighs,but still 12%past18.45entry incup with handle.",18.45
11/4/2013,AMBA,17,"Offhighs,but still 9%past 18.45entryin cupwith handle.",18.45
11/11/2013,AMBA,13,Dipsnear10-week line;11%past18.45cup-with-handle entry.,18.45
11/18/2013,AMBA,16,21%past18.45cup-with-handleentry. Support at10-week.,18.45
12/23/2013,AMBA,21,Soarspast 25.79three-weeks-tightbuy point.,25.79
12/30/2013,AMBA,19,Extendedmore than 20%past25.79 3-weeks-tightentry.,25.79
2/19/2013,AMCX,48,Up8% from 55.48buy pointdespite volatileaction.,55.48
2/25/2013,AMCX,49,Up6% from 55.48buy pointdespite volatileaction.,55.48
10/29/2012,AMCX,29,Extended6% past44.18cup with handleentry.,44.18
11/5/2012,AMCX,18,Extended11%above 44.18cup with handlebuy point.,44.18
11/12/2012,AMCX,45,18%above44.18cup-with-handle buypoint; volume picksup.,44.18
11/19/2012,AMCX,43,15%above44.18cup-with-handle buypoint.,44.18
12/3/2012,AMCX,44,Extended19%above 44.18buy point.Trading tightly.,44.18
12/10/2012,AMCX,39,19%past44.18buy pt;breakout from a cup w/handlebase.,44.18
12/17/2012,AMCX,49,Workingonaflatbase witha 55.48buy point.,55.48
6/11/2012,AME,46,Buildsflat-base-on-flat-basewith 52.10buy point.,52.1
6/18/2012,AME,48,Lowvolume effort toclear 52.10flat-basebuy pointstalls.,52.1
6/25/2012,AME,49,Supportat10-week afterfailedbid to clear52.10buy point.,52.1
11/5/2012,AME,43,Breaksout past36.66buy pointfrom flatbase.,36.66
11/12/2012,AME,42,Hoveringnear36.66 buypointfrom flat base.,36.66
1/25/2010,AMED,38,7% past 52.71 buy pt in 11-month cup w/ handle base.,52.71
2/1/2010,AMED,37,4% past 52.71 buy pt in 11-month cup w/ handle base.,52.71
3/15/2010,AMED,23,Forming possible cup w/ handle base with 62.19 buy point.,62.19
3/22/2010,AMED,24,"Forming flat base past 2 mos w/62.19 buy pt, 10-wk support.",62.19
4/19/2010,AMED,39,Below new 60.82 buy pt after light-volume dip to 10-wk avg.,60.82
5/7/2012,AMT,45,3%past64.65flat-base buypoint,64.65
5/14/2012,AMT,39,Up5% from 64.65buy pointinflatbase.,64.65
5/21/2012,AMT,37,Nowback below64.65buy pointfrom flatbase.,64.65
5/29/2012,AMT,49,"Findssupportat 10-wkline, regains Feb.64.65buy point.",64.65
6/4/2012,AMT,47,"Slicesbelow10-week line, fallsbelowFeb.64.65buy point.",64.65
6/11/2012,AMT,30,Backabove 10-weekline;2% beyond 64.65buy point.,64.65
6/18/2012,AMT,28,Maybe formingbase onbasepattern w/68.62buy pt.,68.62
6/25/2012,AMT,26,Just1%below 68.62buypoint from abase-on-basepattern.,68.62
7/2/2012,AMT,24,2%above 68.62buy pointfrom abase-on-base pattern.,68.62
7/9/2012,AMT,25,3%past68.62buy pointfrom a base-on-basepattern.,68.62
7/16/2012,AMT,19,5%past68.62buy pointfrom a base-on-basepattern.,68.62
7/23/2012,AMT,20,3%past68.62buy pointinbase-on-base pattern.,68.62
7/30/2012,AMT,16,5%past68.62buy ptinbase-on-base pattern.,68.62
10/4/2010,AMT,48,7% past 48.43 buy point after pullback to 10-week line.,48.43
1/10/2011,AMZN,39,2% past 181.94 buy point after clearing three-weeks-tight.,181.94
1/18/2011,AMZN,42,4% past 181.94 buy point after clearing three-weeks-tight.,181.94
10/4/2010,AMZN,35,2% past 151.19 buy pt; broke out from 5-mo. cup base.,151.19
10/11/2010,AMZN,39,Stalls just below high; 3% past 151.19 buy point.,151.19
10/18/2010,AMZN,40,Extended 9% above 151.19 buy pt. from Sept. breakout.,151.19
10/25/2010,AMZN,48,Booms 12% past 151.19 buy point from September breakout.,151.19
5/26/2009,ANEN,27,Thin stock up 10% from 13.79 buy pt in cup w/high handle.,13.79
6/1/2009,ANEN,33,Thin stock up 17% from 13.79 buy pt in cup w/high handle.,13.79
8/3/2009,ANEN,40,Slips lower after move above 18.59 buy range in pullback.,18.59
3/3/2014,ANIK,8,Inprofit-takingzone from 27.90entryof Oct. breakout.,27.9
3/10/2014,ANIK,6,Inprofit-takingzone from 27.90entryof Oct. breakout.,27.9
3/17/2014,ANIK,6,Inprofit-takingzone from 27.90entryof Oct. breakout.,27.9
3/24/2014,ANIK,6,Inprofit-takingzone from 27.90entryof Oct. breakout.,27.9
3/31/2014,ANIK,6,Stillinprofit-takingzone afterOct. breakout past27.90.,27.9
4/28/2014,ANIK,6,Formingnew base. Possible buypointat 52.59.,52.59
5/5/2014,ANIK,2,Climbingrightsideof pattern;possible entryat 52.59.,52.59
5/12/2014,ANN,38,Easesto10-week line;1%above 39.23buy point.,39.23
5/19/2014,ANN,36,Shapingcup-type basewith possible43.71buy point.,43.71
10/15/2012,ANSS,47,"Under10-week line, retreatingto67.01 double-bottomentry.",67.01
11/21/2011,ANSS,35,3%past57.25buy pointincup with double-bottomtraits.,57.25
11/28/2011,ANSS,27,Gainsdisappear. Nowslightly below57.25buy point.,57.25
12/5/2011,ANSS,44,Rises5% above57.25buy pointincup base.,57.25
12/12/2011,ANSS,34,Nopullback to 10-weekyet afterclearing57.25cup buy pt.,57.25
12/19/2011,ANSS,26,Stillabove57.25 entryafter finding supportat 10-week.,57.25
10/22/2012,ANV,46,Tryingtobreakoutpast 40.03buypointbut struggling.,40.03
11/12/2012,ANV,35,"Below10-weekline, 11%below40.03cup-with-handle entry",40.03
1/11/2010,ANW,45,20% past 28.35 buy point from cup base.,28.35
1/19/2010,ANW,50,"Retreating, now 13% past 28.35 buy point from cup base.",28.35
1/25/2010,ANW,43,19% past 28.35 buy pt from cup without handle.,28.35
6/23/2014,APC,47,13%past98.57entry aftersupport near10-week line.,98.57
4/13/2009,APEI,18,Weekly downside reversal takes shape; 43.80 buy point fails.,43.8
11/10/2008,APEI,2,May be forming handle to double bottom; new buy pt: 50.06.,50.06
2/22/2010,APKT,43,Extended 22% above 12.35 buy pt; broke out Feb. 3.,12.35
3/1/2010,APKT,42,Extended 35% above 12.35 buy pt; broke out Feb. 3.,12.35
3/8/2010,APKT,48,46% past 12.35 trigger. But hitting highs in soft volume.,12.35
3/29/2010,APKT,50,60% past 12.35 buy pt after breakout from 6-week flat base.,12.35
4/5/2010,APKT,49,57% over 12.35 buy pt after breakout from 7-wk flat base.,12.35
4/25/2011,APKT,5,"Cleared77.35buy ptbut closed belowit, volumeaboutavg.",77.35
4/26/2010,APKT,44,63% past 12.35 buy point after breakout from flat base.,12.35
5/2/2011,APKT,6,7%past77.35handle inlater-stagebase; RS linenear high.,77.35
5/9/2011,APKT,5,Brieflydove7% below77.35buy pointto test10-wk support.,77.35
6/21/2010,APKT,37,Below new 30.34 buy pt after rebound from 10-wk avg.,30.34
7/12/2010,APKT,33,Below new 30.77 buy pt after light-volume dip to 10-wk.,30.77
7/19/2010,APKT,39,Now below 30.77 trigger in rebound off 10-week line.,30.77
8/23/2010,APKT,35,Below new 33.68 buy pt; rebounded from sharp drop to 10-wk.,33.68
9/7/2010,APKT,21,8% over 33.68 buy pt; rebounded from sharp drop to 10-wk.,33.68
9/13/2010,APKT,23,7% over 33.68 buy pt; multiple trips to 10-week line.,33.68
1/12/2009,APOL,50,8% past 78.94 breakout from flat base -- in hot volume.,78.94
5/7/2012,ARBA,39,5%past36.73cup-with-handle entry.,36.73
5/14/2012,ARBA,36,Extended7% past36.73cup-with-handleentry.,36.73
5/21/2012,ARBA,28,"Below36.73,cup-with-handleentry;support at10-week line.",36.73
9/6/2011,ARCO,24,"Now4% past26.05buypoint, but itwas noeasy entry.",26.05
9/12/2011,ARCO,21,9%past26.05entry;1st-stage breakout from volatilecup.,26.05
9/19/2011,ARCO,29,Low-volumepullback. Now5% past26.05cup buy point.,26.05
1/6/2014,ARMH,48,Extended6% past50.51cup w/ handlebuypoint.,50.51
1/7/2013,ARMH,9,Extended31%past 29.29buypoint from Octoberbreakout.,29.29
1/14/2013,ARMH,7,Punchestonew high;44%past29.29buy pointfrom October.,29.29
1/22/2013,ARMH,8,Way extendedfrom 29.29buy pointfrom Octoberbreakout.,29.29
1/28/2013,ARMH,16,40%over 29.29buypt; breakout from cup-with-handle.,29.29
2/4/2013,ARMH,10,45%over 29.29buypoint; breakout from cup-with-handle.,29.29
2/11/2013,ARMH,9,49%past29.29buy point-has yet totouch 10-week.,29.29
2/19/2013,ARMH,6,"Holdstight,but stillwell-extended from 29.29buy point.",29.29
2/25/2013,ARMH,7,"Holdstight,but stillwell extendedfrom 29.29buy point.",29.29
4/29/2013,ARMH,9,Breaksout offlat base;3% past44.57buy point.,44.57
5/6/2013,ARMH,10,Advances9%past44.57flat-base buypoint.,44.57
5/9/2011,ARMH,33,1stdip to 10-wkavgafter clearing31.91buy ptincup base.,31.91
5/13/2013,ARMH,12,Strongbut extended11%past44.57 flat-basebuy point.,44.57
5/16/2011,ARMH,30,Low-volumebreakout past31.91buy pttriggers8% sell rule.,31.91
5/20/2013,ARMH,15,Extended12%past 44.57flat-basebuy point.,44.57
8/9/2010,ARMH,30,15% over 13.27 buy pt in three-weeks-tight pattern.,13.27
9/13/2010,ARMH,33,12% over 16.61 buy point after rebound off 10-week avg.,16.61
9/23/2013,ARMH,33,Flirtingwith 48.21cup-with-handle buypoint.,48.21
9/26/2011,ARMH,41,Unusualdoublebottomforms w/ possible31.08buy pt.,31.08
9/27/2010,ARMH,36,19% over 16.61 buy pt; breakout from square-box base.,16.61
9/30/2013,ARMH,36,Backabove 48.21cup-with-handlebuy point.,48.21
10/3/2011,ARMH,47,Addedhandleto odd doublebottom; possiblebuy ptat29.90.,29.9
10/4/2010,ARMH,19,16% past 16.61 buy pt; breakout from square-box base.,16.61
10/7/2013,ARMH,41,Hoveringnear48.21 cup-with-handlebuy point.,48.21
10/11/2010,ARMH,25,11% past 16.61 buy point from a square-box base.,16.61
10/18/2010,ARMH,26,Extended 13.5% past 16.61 buy point from a square-box base.,16.61
10/29/2012,ARMH,26,Chipdesignerbreaks out8% past29.29cup-with-handle entry.,29.29
11/5/2012,ARMH,21,Chipdesignerrises 13%past29.29cup-with-handle entry.,29.29
11/12/2012,ARMH,18,16%past29.29cup-with-handleentry afterOct. 23 gap-up.,29.29
11/19/2012,ARMH,9,18%past29.29cup-with-handleentry afterOct. 23 gap-up.,29.29
11/26/2012,ARMH,10,22%past29.29cup-with-handleentry afterOct. 23 gap-up.,29.29
12/3/2012,ARMH,10,27%past29.29cup-with-handleentry afterOct. 23 gap-up.,29.29
